メンチカツ丼,肉,豚,300,mennchi
タレカツ丼,肉,豚,300,タレカツ丼
親子丼,肉,とり,300,oyako
うどん,麺,麺,300,maruichi
ロコモコ丼,肉,豚,300,rokomoko
